city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.89,'Male','Has relevent experience','no_enrollment','Masters','Business Degree',16,'1000-4999','Pvt Ltd',1,50,0
0.804,'Male','Has relevent experience','no_enrollment','Masters','STEM',15,'1000-4999','Pvt Ltd',4,152,0
0.898,'Male','No relevent experience','no_enrollment','Masters','STEM',8,'1000-4999','Pvt Ltd',2,113,0
0.92,'Male','No relevent experience','Full time course','Masters','STEM',13,'1000-4999','Public Sector',2,62,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'1000-4999','Pvt Ltd',2,19,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','Other',15,'1000-4999','Pvt Ltd',1,145,0
0.92,'Male','Has relevent experience','Part time course','Graduate','STEM',11,'1000-4999','NGO',1,160,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'1000-4999','NGO',1,21,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'1000-4999','Pvt Ltd',3,76,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',15,'1000-4999','Pvt Ltd',2,43,0
0.91,'Male','Has relevent experience','no_enrollment','Masters','STEM',18,'1000-4999','Pvt Ltd',1,21,0
0.556,'Male','Has relevent experience','Part time course','Graduate','STEM',7,'1000-4999','Pvt Ltd',1,102,0
0.91,'Male','Has relevent experience','no_enrollment','Masters','STEM',9,'1000-4999','Pvt Ltd',1,82,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'1000-4999','Pvt Ltd',4,105,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'1000-4999','Pvt Ltd',1,50,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'1000-4999','Pvt Ltd',4,50,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'1000-4999','Pvt Ltd',1,11,0
0.926,'Male','No relevent experience','Full time course','Masters','STEM',17,'1000-4999','NGO',1,62,0
0.91,'Male','Has relevent experience','no_enrollment','Masters','STEM',8,'1000-4999','Pvt Ltd',1,56,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'1000-4999','Pvt Ltd',4,42,0
0.92,'Male','No relevent experience','no_enrollment','Graduate','Business Degree',2,'1000-4999','Pvt Ltd',1,36,0
0.92,'Male','No relevent experience','no_enrollment','Graduate','Other',2,'1000-4999','NGO',1,110,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'1000-4999','Pvt Ltd',1,50,0
0.897,'Male','Has relevent experience','no_enrollment','Masters','STEM',10,'1000-4999','Pvt Ltd',2,92,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'1000-4999','Pvt Ltd',1,11,0
0.939,'Male','Has relevent experience','no_enrollment','Masters','Business Degree',4,'1000-4999','Pvt Ltd',4,103,0
0.91,'Male','No relevent experience','no_enrollment','Graduate','STEM',4,'1000-4999','Pvt Ltd',1,22,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'1000-4999','NGO',4,272,0
0.899,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'1000-4999','Pvt Ltd',2,130,0
0.698,'Male','Has relevent experience','Full time course','Graduate','STEM',16,'1000-4999','Pvt Ltd',2,16,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',19,'1000-4999','Pvt Ltd',2,26,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','Humanities',4,'1000-4999','Pvt Ltd',1,102,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'1000-4999','Pvt Ltd',1,104,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',15,'1000-4999','Pvt Ltd',1,68,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',19,'1000-4999','Pvt Ltd',1,29,0
0.762,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'1000-4999','Pvt Ltd',4,83,0
0.91,'Male','No relevent experience','no_enrollment','Graduate','STEM',19,'1000-4999','Pvt Ltd',1,56,0
0.804,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'1000-4999','Pvt Ltd',1,86,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'1000-4999','Pvt Ltd',4,20,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'1000-4999','Pvt Ltd',1,102,0
0.924,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'1000-4999','Pvt Ltd',3,19,0
0.804,'Male','Has relevent experience','no_enrollment','Graduate','STEM',11,'1000-4999','Pvt Ltd',1,21,0
0.92,'Male','Has relevent experience','Full time course','Graduate','STEM',3,'1000-4999','Pvt Ltd',1,17,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'1000-4999','Pvt Ltd',1,11,0
0.926,'Male','No relevent experience','no_enrollment','Masters','STEM',16,'1000-4999','Pvt Ltd',4,72,0
0.74,'Male','Has relevent experience','Full time course','Graduate','STEM',7,'1000-4999','Pvt Ltd',3,26,0
0.738,'Male','Has relevent experience','Full time course','Masters','STEM',7,'1000-4999','Pvt Ltd',2,148,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'1000-4999','Pvt Ltd',2,14,0
0.856,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'1000-4999','Pvt Ltd',1,45,0
0.804,'Male','Has relevent experience','no_enrollment','Masters','STEM',20,'1000-4999','Pvt Ltd',1,3,0
0.887,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'1000-4999','Pvt Ltd',1,19,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','Arts',2,'1000-4999','Pvt Ltd',2,46,0
0.91,'Male','Has relevent experience','no_enrollment','Masters','STEM',7,'1000-4999','Pvt Ltd',4,15,0
0.855,'Male','Has relevent experience','no_enrollment','Masters','STEM',14,'1000-4999','Pvt Ltd',4,54,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',2,'1000-4999','Pvt Ltd',1,50,0
0.92,'Male','No relevent experience','Full time course','Graduate','Business Degree',7,'1000-4999','Pvt Ltd',1,60,0
0.939,'Male','No relevent experience','no_enrollment','Graduate','STEM',3,'1000-4999','Pvt Ltd',2,184,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',15,'1000-4999','Pvt Ltd',2,166,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'1000-4999','Pvt Ltd',1,89,0
0.92,'Male','Has relevent experience','Part time course','Masters','STEM',15,'1000-4999','Pvt Ltd',1,57,0
0.855,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'1000-4999','Pvt Ltd',1,47,0
0.939,'Male','Has relevent experience','no_enrollment','Masters','STEM',8,'1000-4999','NGO',3,60,0
0.91,'Male','Has relevent experience','no_enrollment','Masters','STEM',10,'1000-4999','Pvt Ltd',1,50,0
0.897,'Male','Has relevent experience','no_enrollment','Masters','STEM',14,'1000-4999','Pvt Ltd',1,15,0
0.836,'Male','Has relevent experience','no_enrollment','Masters','STEM',12,'1000-4999','Pvt Ltd',2,40,0
0.836,'Male','Has relevent experience','no_enrollment','Graduate','STEM',11,'1000-4999','Pvt Ltd',1,96,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'1000-4999','Pvt Ltd',1,52,0
0.92,'Male','Has relevent experience','Full time course','Graduate','STEM',4,'1000-4999','Pvt Ltd',1,124,0
0.939,'Male','No relevent experience','Full time course','Graduate','STEM',15,'1000-4999','NGO',1,25,0
0.893,'Male','No relevent experience','Full time course','Masters','STEM',10,'1000-4999','Public Sector',2,37,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'1000-4999','Public Sector',1,85,0
0.92,'Male','No relevent experience','no_enrollment','Graduate','STEM',10,'1000-4999','Pvt Ltd',4,45,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',3,'1000-4999','Pvt Ltd',2,22,0
0.92,'Male','Has relevent experience','Part time course','Graduate','STEM',4,'1000-4999','Pvt Ltd',1,66,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'1000-4999','Pvt Ltd',1,192,0
0.827,'Male','Has relevent experience','Full time course','Graduate','STEM',6,'1000-4999','Pvt Ltd',1,45,0
0.896,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'1000-4999','Pvt Ltd',1,46,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','Humanities',11,'1000-4999','Pvt Ltd',3,23,0
0.89,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'1000-4999','Pvt Ltd',1,34,0
0.897,'Male','Has relevent experience','no_enrollment','Masters','STEM',6,'1000-4999','Pvt Ltd',1,262,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'1000-4999','Pvt Ltd',1,23,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',3,'1000-4999','Pvt Ltd',2,5,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',12,'1000-4999','Pvt Ltd',4,66,0
0.92,'Male','No relevent experience','Full time course','Graduate','STEM',5,'1000-4999','Pvt Ltd',1,9,0
0.896,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'1000-4999','Pvt Ltd',1,28,0
0.804,'Male','No relevent experience','no_enrollment','Graduate','STEM',14,'1000-4999','Pvt Ltd',1,19,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'1000-4999','Pvt Ltd',3,70,0
0.92,'Male','No relevent experience','Full time course','Graduate','STEM',4,'1000-4999','Pvt Ltd',2,106,0
0.74,'Male','No relevent experience','no_enrollment','Masters','STEM',14,'1000-4999','NGO',3,96,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',9,'1000-4999','Pvt Ltd',2,139,0
0.91,'Male','No relevent experience','no_enrollment','Masters','STEM',8,'1000-4999','Pvt Ltd',1,33,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'1000-4999','Pvt Ltd',2,63,0
0.92,'Male','Has relevent experience','no_enrollment','Phd','STEM',12,'1000-4999','Pvt Ltd',1,51,0
0.896,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'1000-4999','Pvt Ltd',1,21,0
0.836,'Male','Has relevent experience','Part time course','Graduate','STEM',10,'1000-4999','Pvt Ltd',2,47,0
0.893,'Male','Has relevent experience','Part time course','Graduate','STEM',13,'1000-4999','Pvt Ltd',2,10,0
0.92,'Male','No relevent experience','Part time course','Graduate','STEM',7,'1000-4999','NGO',4,6,0
0.624,'Male','Has relevent experience','Full time course','Masters','STEM',8,'1000-4999','Pvt Ltd',1,149,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'1000-4999','Pvt Ltd',1,31,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'1000-4999','Pvt Ltd',1,32,0
0.74,'Male','Has relevent experience','no_enrollment','Masters','STEM',16,'1000-4999','Public Sector',1,51,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'1000-4999','Pvt Ltd',4,92,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'1000-4999','Pvt Ltd',3,34,0
0.893,'Other','Has relevent experience','no_enrollment','Graduate','STEM',13,'1000-4999','Pvt Ltd',4,11,0
0.924,'Other','Has relevent experience','no_enrollment','Graduate','STEM',10,'1000-4999','Pvt Ltd',1,80,0
0.884,'Female','No relevent experience','Part time course','Graduate','STEM',5,'100-500','Pvt Ltd',1,16,0
0.92,'Female','No relevent experience','no_enrollment','Graduate','Humanities',3,'100-500','Pvt Ltd',3,40,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','Humanities',4,'100-500','Pvt Ltd',1,90,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','Humanities',4,'100-500','Funded Startup',3,162,0
0.91,'Female','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',1,12,0
0.92,'Female','Has relevent experience','no_enrollment','Masters','STEM',18,'100-500','NGO',1,72,0
0.743,'Female','Has relevent experience','no_enrollment','Masters','Other',9,'100-500','Pvt Ltd',4,9,0
0.689,'Female','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Funded Startup',1,11,0
0.923,'Female','Has relevent experience','no_enrollment','Masters','Humanities',4,'100-500','Public Sector',2,48,0
0.92,'Female','No relevent experience','no_enrollment','Graduate','STEM',4,'100-500','NGO',1,54,0
0.855,'Female','Has relevent experience','Full time course','Masters','STEM',16,'100-500','Pvt Ltd',3,168,0
0.92,'Female','Has relevent experience','Full time course','Graduate','STEM',5,'100-500','Pvt Ltd',2,23,0
0.92,'Female','No relevent experience','no_enrollment','Graduate','Humanities',13,'100-500','Funded Startup',2,12,0
0.754,'Female','Has relevent experience','no_enrollment','Masters','STEM',14,'100-500','Funded Startup',2,47,0
0.91,'Female','Has relevent experience','no_enrollment','Masters','STEM',2,'100-500','NGO',1,29,0
0.92,'Female','No relevent experience','no_enrollment','Phd','STEM',13,'100-500','Public Sector',2,79,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',11,'100-500','NGO',1,15,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','Humanities',2,'100-500','Pvt Ltd',1,72,0
0.766,'Female','Has relevent experience','no_enrollment','Masters','STEM',14,'100-500','Pvt Ltd',1,112,0
0.827,'Female','Has relevent experience','no_enrollment','Masters','STEM',6,'100-500','Pvt Ltd',1,130,0
0.855,'Female','Has relevent experience','no_enrollment','Graduate','Other',3,'100-500','Pvt Ltd',1,42,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',13,'100-500','Funded Startup',1,66,0
0.91,'Female','Has relevent experience','Full time course','Graduate','Arts',12,'100-500','Pvt Ltd',1,6,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',11,'100-500','Pvt Ltd',3,84,0
0.91,'Female','Has relevent experience','no_enrollment','Masters','Humanities',4,'100-500','Pvt Ltd',2,74,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',1,44,0
0.698,'Female','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',1,22,0
0.727,'Female','Has relevent experience','Part time course','Graduate','STEM',7,'100-500','Pvt Ltd',2,127,0
0.923,'Female','No relevent experience','no_enrollment','Masters','STEM',7,'100-500','Pvt Ltd',1,10,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','Business Degree',4,'100-500','Funded Startup',1,34,0
0.91,'Female','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',4,167,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','Business Degree',2,'100-500','NGO',1,7,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','Humanities',4,'100-500','Funded Startup',1,33,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',8,'100-500','Pvt Ltd',2,314,0
0.92,'Female','No relevent experience','no_enrollment','Graduate','Humanities',4,'100-500','NGO',2,68,0
0.91,'Female','Has relevent experience','no_enrollment','Masters','Humanities',2,'100-500','Pvt Ltd',1,20,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Public Sector',2,64,0
0.925,'Female','Has relevent experience','no_enrollment','Masters','STEM',7,'100-500','Pvt Ltd',1,20,0
0.897,'Female','No relevent experience','Full time course','Phd','STEM',6,'100-500','Public Sector',1,158,0
0.893,'Female','Has relevent experience','no_enrollment','Masters','STEM',14,'100-500','Pvt Ltd',1,34,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','Arts',4,'100-500','Pvt Ltd',1,22,0
0.897,'Female','No relevent experience','Full time course','Masters','STEM',8,'100-500','Public Sector',1,35,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',4,'100-500','Funded Startup',2,64,0
0.763,'Female','Has relevent experience','no_enrollment','Masters','STEM',9,'100-500','Pvt Ltd',1,58,0
0.91,'Female','Has relevent experience','no_enrollment','Masters','STEM',5,'100-500','Funded Startup',1,26,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',3,'100-500','Pvt Ltd',1,19,0
0.884,'Female','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Pvt Ltd',2,54,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','Humanities',2,'100-500','Pvt Ltd',1,63,0
0.878,'Female','Has relevent experience','no_enrollment','Masters','STEM',10,'100-500','Pvt Ltd',1,116,0
0.92,'Female','Has relevent experience','no_enrollment','Masters','Humanities',19,'100-500','Funded Startup',1,204,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',12,'100-500','Pvt Ltd',4,38,0
0.939,'Female','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Pvt Ltd',2,40,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',15,'100-500','Funded Startup',2,107,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',13,'100-500','Pvt Ltd',1,7,0
0.91,'Female','Has relevent experience','no_enrollment','Masters','STEM',9,'100-500','NGO',1,8,0
0.855,'Female','No relevent experience','no_enrollment','Graduate','STEM',4,'100-500','Public Sector',2,35,0
0.89,'Female','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',1,82,0
0.897,'Female','No relevent experience','no_enrollment','Phd','Humanities',19,'100-500','NGO',1,74,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',4,57,0
0.624,'Female','Has relevent experience','Full time course','Graduate','STEM',8,'100-500','Pvt Ltd',1,33,0
0.91,'Female','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','NGO',1,41,0
0.92,'Female','No relevent experience','no_enrollment','Graduate','STEM',11,'100-500','Funded Startup',1,22,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','Other',4,'100-500','Pvt Ltd',3,70,0
0.689,'Female','No relevent experience','no_enrollment','Graduate','STEM',3,'100-500','Public Sector',1,72,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','Humanities',5,'100-500','Funded Startup',3,138,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',3,'100-500','Pvt Ltd',1,58,0
0.897,'Female','Has relevent experience','no_enrollment','Graduate','Arts',4,'100-500','Pvt Ltd',1,132,0
0.92,'Female','No relevent experience','no_enrollment','Graduate','Business Degree',3,'100-500','Pvt Ltd',2,127,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',8,'100-500','Pvt Ltd',1,52,0
0.579,'Female','Has relevent experience','Part time course','Graduate','STEM',5,'100-500','Pvt Ltd',1,20,0
0.926,'Female','Has relevent experience','no_enrollment','Graduate','STEM',15,'100-500','Pvt Ltd',1,13,0
0.92,'Female','No relevent experience','no_enrollment','Phd','STEM',17,'100-500','NGO',4,16,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Pvt Ltd',2,27,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',1,44,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Public Sector',3,23,0
0.843,'Male','Has relevent experience','no_enrollment','Masters','STEM',11,'100-500','Pvt Ltd',1,68,0
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',11,'100-500','Pvt Ltd',2,50,0
0.666,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',2,102,0
0.939,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',3,25,0
0.92,'Male','No relevent experience','no_enrollment','Graduate','Humanities',3,'100-500','Pvt Ltd',1,35,0
0.878,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'100-500','Pvt Ltd',2,8,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',1,131,0
0.855,'Male','Has relevent experience','no_enrollment','Graduate','Humanities',3,'100-500','Pvt Ltd',1,70,0
0.855,'Male','Has relevent experience','no_enrollment','Masters','STEM',10,'100-500','Pvt Ltd',4,114,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',2,'100-500','Pvt Ltd',2,45,0
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',15,'100-500','Pvt Ltd',2,8,0
0.903,'Male','Has relevent experience','no_enrollment','Masters','STEM',19,'100-500','Pvt Ltd',4,4,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Public Sector',1,11,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Funded Startup',2,94,0
0.802,'Male','Has relevent experience','Full time course','Masters','STEM',5,'100-500','Pvt Ltd',4,124,0
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',15,'100-500','Pvt Ltd',2,65,0
0.884,'Male','No relevent experience','Full time course','Masters','STEM',14,'100-500','Public Sector',3,96,0
0.884,'Male','Has relevent experience','no_enrollment','Masters','STEM',4,'100-500','Pvt Ltd',2,112,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',19,'100-500','Pvt Ltd',4,24,0
0.836,'Male','Has relevent experience','no_enrollment','Masters','Humanities',2,'100-500','Pvt Ltd',1,36,0
0.682,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'100-500','Pvt Ltd',3,25,0
0.92,'Male','Has relevent experience','Full time course','Graduate','STEM',5,'100-500','Pvt Ltd',2,14,0
0.926,'Male','Has relevent experience','Part time course','Graduate','STEM',18,'100-500','NGO',3,84,0
0.624,'Male','Has relevent experience','Full time course','Graduate','Other',5,'100-500','Pvt Ltd',1,20,0
0.762,'Male','Has relevent experience','Full time course','Graduate','STEM',12,'100-500','Pvt Ltd',3,6,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Pvt Ltd',1,50,0
0.762,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Funded Startup',1,100,0
0.939,'Male','Has relevent experience','no_enrollment','Masters','STEM',6,'100-500','Pvt Ltd',1,96,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','Other',8,'100-500','NGO',1,128,0
0.92,'Male','No relevent experience','no_enrollment','Graduate','STEM',6,'100-500','NGO',1,54,0
0.878,'Male','No relevent experience','Full time course','Masters','Humanities',9,'100-500','Public Sector',2,56,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','Humanities',2,'100-500','Pvt Ltd',1,168,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'100-500','Pvt Ltd',1,39,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',4,26,0
0.92,'Male','Has relevent experience','Full time course','Graduate','Humanities',10,'100-500','Pvt Ltd',3,39,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',11,'100-500','Pvt Ltd',2,118,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','No Major',4,'100-500','Pvt Ltd',1,44,0
0.738,'Male','Has relevent experience','no_enrollment','Masters','STEM',12,'100-500','Pvt Ltd',1,216,0
0.666,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',2,14,0
0.743,'Male','Has relevent experience','no_enrollment','Graduate','STEM',13,'100-500','Pvt Ltd',4,6,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Funded Startup',1,78,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','Arts',5,'100-500','Pvt Ltd',2,22,0
0.903,'Male','Has relevent experience','no_enrollment','Masters','STEM',12,'100-500','Pvt Ltd',1,14,0
0.925,'Male','Has relevent experience','no_enrollment','Graduate','STEM',2,'100-500','Pvt Ltd',1,9,0
0.866,'Male','Has relevent experience','no_enrollment','Masters','STEM',8,'100-500','Pvt Ltd',2,32,0
0.897,'Male','Has relevent experience','no_enrollment','Masters','STEM',12,'100-500','Pvt Ltd',4,136,0
0.827,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Pvt Ltd',1,10,0
0.878,'Male','Has relevent experience','no_enrollment','Graduate','STEM',16,'100-500','Pvt Ltd',2,6,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Funded Startup',1,48,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',15,'100-500','Pvt Ltd',3,88,0
0.913,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Pvt Ltd',2,3,0
0.949,'Male','No relevent experience','Part time course','Graduate','STEM',5,'100-500','Pvt Ltd',2,76,0
0.92,'Male','No relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Pvt Ltd',3,43,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','Other',6,'100-500','Funded Startup',1,38,0
0.84,'Male','Has relevent experience','no_enrollment','Graduate','STEM',3,'100-500','Pvt Ltd',2,7,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',11,'100-500','Pvt Ltd',2,8,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'100-500','Pvt Ltd',1,44,0
0.92,'Male','No relevent experience','no_enrollment','Masters','Humanities',20,'100-500','NGO',4,35,0
0.738,'Male','Has relevent experience','Full time course','Graduate','STEM',6,'100-500','Pvt Ltd',1,39,0
0.92,'Male','Has relevent experience','Part time course','Graduate','STEM',9,'100-500','Pvt Ltd',2,156,0
0.91,'Male','No relevent experience','no_enrollment','Graduate','STEM',11,'100-500','Pvt Ltd',1,12,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'100-500','Pvt Ltd',4,65,0
0.923,'Male','Has relevent experience','no_enrollment','Masters','STEM',15,'100-500','Pvt Ltd',4,24,0
0.893,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Funded Startup',1,26,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Public Sector',2,135,0
0.884,'Male','Has relevent experience','no_enrollment','Masters','STEM',18,'100-500','Public Sector',2,16,0
0.698,'Male','Has relevent experience','Full time course','Graduate','STEM',7,'100-500','Pvt Ltd',1,27,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',16,'100-500','Pvt Ltd',1,29,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Pvt Ltd',3,100,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','Business Degree',4,'100-500','Pvt Ltd',3,29,0
0.754,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Pvt Ltd',3,100,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',1,4,0
0.92,'Male','No relevent experience','Part time course','Masters','STEM',3,'100-500','Pvt Ltd',1,28,0
0.754,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Pvt Ltd',1,3,0
0.624,'Male','Has relevent experience','Full time course','Graduate','STEM',5,'100-500','Pvt Ltd',1,42,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'100-500','Public Sector',2,160,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',19,'100-500','Pvt Ltd',2,16,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Funded Startup',2,76,0
0.92,'Male','No relevent experience','no_enrollment','Graduate','STEM',11,'100-500','Pvt Ltd',1,43,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'100-500','Pvt Ltd',3,12,0
0.91,'Male','Has relevent experience','no_enrollment','Masters','STEM',9,'100-500','NGO',1,21,0
